story_id,area,feature,user_story,expected_behavior_from_code,source_evidence,test_approach,story_status,initial_test_status,initial_errors,fix_status,retest_status,notes,row_type,parent_story_id,parent_feature,gap_category,priority,user_role,user_impact,acceptance_criteria,implementation_status
CLI-DOMAIN-002,CLI domain,add custom domain,"As an operator, I want `quick domain add DOMAIN --site SITE` to route a custom hostname to a site.","quickd validates domain against config, validates site name, stores domain-site mapping, and static handler resolves it.",README.md:Custom domains; opencli.json:quick domain.options.site; server/cmd/quickd/main.go:domains add; server/internal/static/static.go:siteFromHost,Add domain in disposable root and request host; assert site routing.,documented,passed,,not-needed,not-needed,"Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed). Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor.",covered,,,,,,,,
CLI-DOMAIN-003,CLI domain,remove custom domain,"As an operator, I want `quick domain remove DOMAIN` to stop a custom hostname from routing to a site.","quickd validates and removes the domain mapping, returning removed true.",opencli.json:quick domain.arguments; server/cmd/quickd/main.go:domains remove,Add then remove domain; assert route no longer resolves.,documented,passed,,not-needed,not-needed,"Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed). Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor.",covered,,,,,,,,
CLI-MENU-001,CLI/TUI,interactive dashboard launch,"As an interactive user, I want running `quick` or `quick menu` in a TTY to open a keyboard-driven dashboard.",No-argument interactive mode launches TUI unless JSON output is active; `quick menu` opens same TUI.,README.md:Interactive TUI; opencli.json:quick menu; src/cli/commands_menu.c; src/tui/tui_app.c,Run terminal VT scenario or pty smoke and assert main menu appears.,documented,passed,,not-needed,not-needed,"Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed). Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed).",covered,,,,,,,,
CLI-OPENCLI-001,CLI,OpenCLI contract,"As an automation integrator, I want `quick opencli` to print the stable command contract so agents can discover command syntax.",OpenCLI command prints JSON contract matching committed opencli.json; Zig test enforces drift.,README.md:Build and test; opencli.json; src/cli/opencli_contract.c; test/cli_contract_runner.c,Run `zig build run -- opencli` and compare to opencli.json; run `zig build test`.,documented,passed,,not-needed,not-needed,"Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-001,TUI,main menu navigation,"As a keyboard user, I want the TUI main menu to expose Sites, Deploy, New site, Doctor, Serve, Settings, Help/About, and Exit with mnemonics/search/resize support.","Main menu items and overlay are defined in tui_app; menu model supports mnemonics, numeric jump, search, mouse, resize, and Esc overlay.",src/tui/tui_app.c:main_menu; src/tui/tui_menu.c; src/tui/tui_menu_model.c,Run terminal VT/menu unit tests and manual pty navigation.,documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-002,TUI,Sites screen actions,"As an interactive operator, I want the Sites screen to show local/remote sites and let me open, copy URL, deploy, toggle public, delete, or refresh.",Sites screen builds rows from quick_op_list and detail actions include open/copy/deploy/public/delete/refresh.,src/tui/tui_screen_sites.c; src/core/ops.h:quick_list_result_t,Run pty scenario with seeded records and assert actions/panels.,documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-003,TUI,Deploy screen,"As an interactive deployer, I want the Deploy screen to prompt for path/site/subdomain/profile, show plan/progress, and report success/failure remediation.","Deploy screen prompts, previews plan, runs quick_op_deploy_execute with progress, handles publication/overwrite/cancel/failure.",src/tui/tui_screen_deploy.c; src/tui/tui_product_model.c,"Run pty/fake deploy scenario for plan, cancel, failure, success.",documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-004,TUI,New site screen,"As an interactive creator, I want New site to prompt for path/name/template/profile and optionally deploy the new site.","Init screen asks for site path/name/template/profile, normalizes slug, calls quick_op_init, and can jump to deploy.",src/tui/tui_screen_init.c; src/core/ops.c:quick_op_init,Run pty scenario to scaffold blank/realtime and verify generated files.,documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-005,TUI,Doctor screen,"As an interactive operator, I want Doctor to choose local/remote/deep/stats, show progress, and open check remediation details.","Doctor screen chooses scope/profile, runs quick_op_doctor or host stats, and renders check list/detail panels.",src/tui/tui_screen_doctor.c; src/core/ops.h:quick_doctor_result_t,Run pty scenario with fake checks and assert detail/remediation rendering.,documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-006,TUI,Serve screen,"As an interactive developer/operator, I want Serve to manage local dev server, generate host install guide, and show host stats.","Serve screen can start/stop/open local dev server, prompt install guide fields, and request stats.",src/tui/tui_screen_serve.c,Run pty scenario for start/stop/dev URL and install guide prompts.,documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-007,TUI,Settings profile editor,"As an interactive operator, I want Settings > Profiles to add/edit/default/write deployment profiles.","Settings screen lists profiles, opens profile panel, edits name/ssh/root/domain/IAP/base URL fields, sets default, and writes config.",src/tui/tui_screen_config.c:Profiles; src/core/profile_config.c,Run pty/unit scenario with temp config; assert write and validation.,documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-008,TUI,Settings site config editor,"As an interactive site editor, I want Settings > Site config to edit quick.json fields safely.","Site config menu edits name/subdomain/source/output/build/profile, validates DNS/profile values, and writes quick.json.",src/tui/tui_screen_config.c:Site config; src/core/site_config.c,Run pty scenario in temp site; assert edited quick.json and validation errors.,documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
TUI-009,TUI,Help/About overlay,"As an interactive user, I want in-app key bindings and about information so I can learn controls without leaving the TUI.",Help/About menu and Esc overlay show key bindings/about/exit options.,src/tui/tui_app.c:app_show_help/app_show_menu_overlay,Run pty scenario pressing Esc/help and assert text.,documented,passed,,not-needed,not-needed,"Validated by `zig build terminal-test` (18 PTY/Ghostty VT scenarios passed). Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
QD-CLI-001,quickd CLI,serve command,"As a host operator, I want `quickd serve` to run the HTTP service from config or dev flags.","quickd serve loads config/defaults, validates serve safety, opens SQLite store, creates identity/static/API handlers, and listens.",server/cmd/quickd/main.go:serveCmd; server/internal/config/config.go,Run quickd serve in dev/production temp root and curl health.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
QD-CLI-002,quickd CLI,deploy prepare,"As a CLI deployer, I want `quickd deploy prepare` to create a staging area and return deploy metadata before files transfer.","Prepare requires site, validates names/subdomain/deployer/SSH cert policy, creates incoming staging/files, returns link-dest and last deploy metadata.",server/cmd/quickd/main.go:deploy prepare; server/internal/deploy/deploy.go:PrepareWithOptions,Run prepare in temp root and assert JSON/staging path/site record.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
QD-CLI-003,quickd CLI,deploy activate,"As a CLI deployer, I want `quickd deploy activate` to atomically publish a prepared staging tree.","Activate validates staging paths, site config, public release constraints, writes manifest, moves release, swaps current symlink, records audit, prunes old releases.",server/cmd/quickd/main.go:deploy activate; server/internal/deploy/deploy.go:ActivateWithOptions,"Prepare fixture, write files, activate, assert current symlink/manifest/store.",documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
QD-CLI-004,quickd CLI,deploy extract-zip,"As a ZIP deployer, I want `quickd deploy extract-zip` to safely extract an uploaded archive into staging.","extract-zip validates site/deploy-id, uses DefaultZipCaps, and returns extracted/staging JSON.",server/cmd/quickd/main.go:deploy extract-zip; server/internal/deploy/zip.go,Run with safe and malicious zip fixtures; assert extraction and rejection.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
QD-CLI-005,quickd CLI,list/sites admin,"As an operator, I want quickd list/sites get/delete to inspect and manage cataloged sites from SSH/admin contexts.",quickd list returns sites with URLs; sites get returns one site; sites delete invokes deploy.DeleteSite.,server/cmd/quickd/main.go:listCmd/sitesCmd; server/internal/store/store.go,Run list/get/delete in temp root with seeded site.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
QD-CLI-006,quickd CLI,domains admin,"As an operator, I want quickd domains add/remove/list for custom domain catalog management.",quickd domains validates domain/site and calls store AddDomain/RemoveDomain/ListDomains.,server/cmd/quickd/main.go:domainsCmd; server/internal/store/store.go,Run add/list/remove in temp root.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
QD-CLI-007,quickd CLI,releases verification,"As an operator, I want `quickd releases verify` to validate release manifests so tampering or broken symlinks are detected.","VerifyReleases checks site/release manifests, files, hashes/signatures according to deploy config.",server/cmd/quickd/main.go:releasesCmd; server/internal/deploy/deploy.go:VerifyReleases,"Activate fixture, verify success, tamper file, verify failure.",documented,failed,"Temp-root quickd admin smoke found `quickd releases verify` returned `{""ok"":false,""failures"":[""...: manifest is unsigned""]}` for a default release even though deploy.signing.required defaults false.",fixed,passed,"Fixed `server/internal/deploy.VerifyReleases` so unsigned manifests are accepted when signatures are not required, while content hashes are still verified and present signatures are still checked. Added unsigned-release regression coverage in `server/internal/deploy/deploy_test.go`. Retested with deploy package tests, full server tests/vet/build, quickd admin smoke, `just test-all`, Docker build, and container smoke.",covered,,,,,,,,
QD-CLI-008,quickd CLI,admin stats,"As an operator, I want quickd admin stats to show site/release counts, disk usage, recent deploys, and rate limit counts.","admin stats computes counts from store, dir sizes, recent deploys, and rate_limit rows.",server/cmd/quickd/main.go:admin stats; server/internal/store/store.go,Seed root/store and assert JSON stats fields.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
QD-CLI-009,quickd CLI,mint dev token,"As a local developer, I want quickd admin mint-dev-token to create a temporary token for dev remote API proxy.","mint-dev-token validates site and ttl, stores token with expiry, and returns token/site/expires_at.",server/cmd/quickd/main.go:admin mint-dev-token; server/internal/store/store.go:MintDevToken,Run mint in temp root and validate token through dev proxy path.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
QD-CLI-010,quickd CLI,host doctor,"As a host operator, I want quickd doctor to validate config, writable root, SQLite, IAP/listen safety, domain, AI, and warehouse settings.","quickd doctor returns format_version, ok, and checks with group/status/detail/remediation.",server/cmd/quickd/main.go:doctorCmd/doctorAIChecks/doctorWarehouseChecks,Run doctor against good/bad temp roots/configs and assert statuses.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-001,HTTP static,health and SDK endpoints,"As a browser or monitor, I want `/_quick/health` and `/_quick/sdk.js` to be available so I can probe the host and load the SDK.",Health returns JSON ok; SDK is served at root and path-fallback contexts with no-cache JS.,server/internal/api/handler.go:ServeHTTP; server/internal/static/static.go:ServeHTTP,curl health/sdk from root and /~/site contexts.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-002,HTTP static,site routing,"As a viewer, I want requests to route to the correct site by subdomain, custom domain, path fallback, or dev site.","Static handler resolves path fallback first, then domain catalog/subdomain, then dev site; validates site name and current release exists.",server/internal/static/static.go:route/siteFromHost/siteExists; server/internal/sites/sites.go,Create fixture sites/domains and assert routing for each URL form.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-003,HTTP static,viewer authentication gate,"As an operator, I want private hosts to require identity before static or API access when configured.",authenticateViewer rejects anonymous identities when viewer.require_identity or !allow_anonymous; API also requires identity context.,server/internal/static/static.go:authenticateViewer; server/internal/api/handler.go:ServeHTTP,Run handler with anonymous vs authenticated adapters and assert 401/200.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-004,HTTP static,public-static exception,"As an operator, I want selected static-only sites to allow anonymous GET/HEAD assets while keeping `/_quick/*` authenticated.",publicStaticAllowed only allows non-quick GET/HEAD when site public; quick paths require authenticated identity even for public sites.,server/internal/static/static.go:publicStaticAllowed; README.md:Public static sites,"Enable public flag and assert static 200 anonymous, API 401 anonymous, non-GET denied.",documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-005,HTTP static,static files and SPA fallback,"As a viewer, I want static files, directory index files, and configured SPA fallback routes to serve correctly.","serveStatic handles GET/HEAD, index files, directory listing, and trySPAFallback based on site config.",server/internal/static/static.go:serveStatic/trySPAFallback/serveDirectoryListing; server/internal/sites/sites.go:SPAFallbackPath,"Request existing file, missing SPA route, HEAD, and directory path in fixture.",documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-006,HTTP static,path and symlink hardening,"As an operator, I want traversal and symlink escapes blocked so hosted files cannot read outside release roots.","Static/deploy code cleans paths, rejects traversal, evaluates symlinks, and verifies resolved paths stay under release/site roots.",server/internal/static/static.go:containsTraversal/releaseRoot/serveStatic; server/internal/sites/sites.go:PathWithin; server/internal/deploy/deploy.go,Request traversal/symlink escape fixtures and assert 403/404.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-007,HTTP static,apex directory page,"As a viewer on the base host, I want `/` or `/~` to show a directory of sites when enabled.","Directory request authenticates viewer and renders rows with URLs, release, deployer, public flag, and optional deploy panel.",server/internal/static/static.go:isDirectoryRequest/serveDirectory; README.md:quickd host daemon,Request apex with directory enabled/disabled and assert HTML rows or 404.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-008,HTTP static,Caddy on-demand domain ask,"As an operator using on-demand TLS, I want `/_quick/domains/ask` to allow only cataloged domains from trusted peers.","handleDomainAsk only supports GET/HEAD, requires trusted remote peer, validates domain, and returns 200 only for cataloged domains.",server/internal/static/static.go:handleDomainAsk/trustedPeer; install/caddy/Caddyfile.ondemand.example,Call ask from trusted/untrusted remotes for known/unknown domains.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-009,HTTP static,browser ZIP deploy portal,"As an authorized browser user, I want to POST a ZIP to `/_quick/deploy/SITE` so I can deploy without SSH when the portal is enabled.","HTTP deploy requires apex host, POST, feature enabled, same-origin or token auth, exact confirm when needed, ZIP caps, prepare/extract/activate.",README.md:Browser deploy portal; server/internal/static/static.go:handleHTTPDeploy/authorizeHTTPDeploy/saveDeployZip,POST valid/invalid zips with/without auth/confirm/origin and assert results.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
HTTP-STATIC-010,HTTP static,dev remote API proxy,"As a local developer, I want local quick paths to proxy to a deployed origin when remote API proxy is enabled.","Static handler proxies `/_quick/*` except sdk.js to remote origin with dev token when DevDir, RemoteAPI, and RemoteAPIToken are set.",server/internal/static/static.go:remoteAPIEnabled/shouldProxyQuickPath/proxyRemoteAPI; server/internal/static/devproxy_test.go,Run existing devproxy tests and a live httptest fixture.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
IDENTITY-001,Identity,dev and none adapters,"As a local/dev operator, I want dev or none identity modes to produce synthetic or anonymous identities with explicit unsafe gating.",DevAdapter returns authenticated synthetic identity when configured or unsafe; NoneAdapter returns anonymous only when allowed.,server/internal/identity/dev.go; server/internal/config/config.go:ValidateServe,Run identity unit tests and direct adapter tests.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests.",covered,,,,,,,,
IDENTITY-002,Identity,Tailscale Serve headers,"As a Tailscale Serve operator, I want identity derived from trusted Tailscale headers.",TailscaleServeAdapter reads Tailscale user headers into normalized Identity.,server/internal/identity/tailscale_serve.go; README.md:IAP options,Run adapter test with headers and missing headers.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests.",covered,,,,,,,,
IDENTITY-003,Identity,Tailscale LocalAPI WhoIs,"As a tailnet operator, I want source IP identity resolved through Tailscale LocalAPI behind trusted proxies.","TailscaleLocalAPIAdapter checks trusted proxy/source header and calls WhoIs, mapping user/profile/device data.",server/internal/identity/tailscale_localapi.go,Run unit tests with fake WhoIs and trusted/untrusted addresses.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests.",covered,,,,,,,,
IDENTITY-004,Identity,Tailscale tsnet WhoIs,"As a Go-native tailnet operator, I want tsnet listener identity from WhoIs so requests are authenticated without headers.",TailscaleTSNetAdapter delegates remote address to WhoIs client and maps Identity.,server/internal/identity/tailscale_tsnet.go,Run adapter test with fake WhoIs.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests.",covered,,,,,,,,
IDENTITY-005,Identity,Cloudflare Access JWT,"As a Cloudflare Access operator, I want quickd to validate Access JWTs before trusting identity.","CloudflareAccessAdapter parses JWT from Cf-Access-Jwt-Assertion, validates issuer/audience/expiry/JWKS/email allowlist, and maps identity.",server/internal/identity/cloudflare.go; README.md:IAP options,Run identity tests with valid/invalid JWT/JWKS/allowlist fixtures.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests.",covered,,,,,,,,
IDENTITY-006,Identity,strip inbound X-Quick headers,"As an operator, I want untrusted clients unable to spoof OpenQuick internal headers.",Static handler strips all inbound X-Quick-* headers before routing; dev token is captured before stripping only for internal proxy path.,server/internal/static/static.go:stripQuickHeaders; server/internal/identity/adapter.go:StripQuickHeaders,Send spoofed X-Quick headers and assert downstream handlers do not see them.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests.",covered,,,,,,,,
API-001,Host API,identity endpoint,"As browser code, I want `quick.identity.current()` / GET `/_quick/identity` to return normalized identity.",API requires site and identity context; GET identity returns the Identity object.,server/internal/api/handler.go:case /_quick/identity; sdk/js/src/index.ts:currentIdentity,HTTP test plus SDK shape test for identity current/onChange.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
API-002,Host API,capabilities endpoint,"As browser code, I want capabilities to tell me which SDK families are available.",GET `/_quick/capabilities` returns identity/db/realtime/uploads true plus ai/warehouse from config.,server/internal/api/handler.go:case /_quick/capabilities; sdk/js/src/index.ts:fetchCapabilities,HTTP test with AI/warehouse enabled/disabled.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
